1,央视 新闻报道 索尼 即将 破产 ， 但是 索尼 官方 立马 澄清 了 谣言 。 。 。 央视 这 是 唱 的 哪 一出 ？
1,【 豆腐 能 卖肉 价钱 】 今日 资兴市 交警大队 几协警 未开 单据 就 扣 走 一台 价只 千元 的 旧 摩托 ， 赎车 时 粗算 罚款 保险 得花 二千 来 块钱 。 纳闷 ， 豆腐 岂能 卖 肉价 ？ 后 发现 交警队 内有 个 卖 旧车 的 小店 ， 恍然大悟 ！ 原来 你 不 赎 它 就 卖 。 祝 陈江 警官 ， 生意兴隆 、 财源 广进 ！ @ 御史 在 途   @ 郴州市 交通警察 支队
0,【 消息 称 蜀中 制药 涉嫌 用 苹果皮 做 板蓝根 以降 成本 】 蜀中 制药 涉嫌 用 苹果皮 制作 板蓝根 ， 以 降低成本 。 该 公司 一位 文姓 副总 证实 了 以上 消息 ， 称 目前 已 停产 1 个 多月 ， 最终 处理结果 要 等 省 药监局 的 正式 文件 。 蜀中 制药 缔造者 安好 义 曾 表示 ， 金杯 银杯 不如 老百姓 的 口碑 ， 只 做 老百姓 买得起 的 放心 药 ！ http : / / t . cn / he1Zvj
0,【 曝林峰 吴千语 同居 三月   年底 厦门 完婚 】 据港媒 报道 ， 林峰 痴恋 吴千语 达 爆灯 程度 ， 被 网民 笑 如 中 了 “ BB 降 ” 。 近 月 ， 为 多 见 吴千语 几面 ， 有 豪宅 不住 ， 搬到 吴千语 香闺 同居 试婚 。 同居 朝夕 相对 ， 二人 更觉 难舍难离 ， 林峰终 落实 年底 厦门 摆酒 迎娶 吴千语 。 详情 ： http : / / t . cn / 8shiAbn   [ 吃惊 ] 求 真相 ！ 不过 真心 祝福 ！
0,# 微 抢发 # 【   怒 ！ 摔死 女童 惨剧 又 在 河南 重演 】 法制晚报 讯 ， 河南 林州 一 民警 ， 酗酒 后 突然 抢走 街上 一 男子 怀里 7 个 月 大 的 女婴 ， 高 高举 过 头顶 后 猛摔 在 地 。 事件 发生 后 ， 涉事 民警 仅 受到 关禁闭 15 天 的 警务 纪律 处罚 。 目前 女婴 已 住院 ， 需 进一步 观察 。     孩子 有 什么 错 ？   丧心病狂 ！
0,# 央视 快讯 # 【 浙江 安吉 ： 一架 歼 - 8 飞机 夜航 训练 时 失事 】 记者 从 空军 获悉 ， 12 月 12 日 19 时 11 分 ， 一架 歼 - 8 飞机 在 夜间 飞行 训练 时 失事 ， 飞机 坠于 浙江省 安吉县 报福镇 汤口村 一处 山头 上 ， 飞行员 牺牲 ， 地面 无 人员伤亡 。 飞机 失事 后 ， 军 地 有关 部门 迅即 组织 力量 进行 现场 搜救 和 善后处理 。
1,【 360 浏览器 盗取 淘宝 店主 佣金 ？ ！ 】 媒体 猛料 ： 用户 使用 360 浏览器 上 淘宝 ， 一些 链接 的 淘宝 客 代码 会 被 360 篡改 ， 店主 本 不该 花 的 佣金 ， 会 被 360 旗下 上海 奇泰 获得 。 “ 几天 前 的 回头客 ， 买 了 同样 的 商品 ， 居然 也 被扣 推广 费 。 ” 想起 “ 淘宝 店主 猝死 ” 的 新闻 ， 360 的 良心 呢 ？ http : / / t . cn / zle4pIW
1,请 大家 留意 以下 信息 ： “ 公安厅 发来 的 信息 ： 如果 你 收到 “ 2011 年 五一 放假 调整 通知 ” 的 网址 。 在 任何 环境 下 请 不要 打开 它 ， 且 立即 删除 它 。 如果 你 打开 了 它 ， 你 会 失去 个人电脑 上 的 一切 东西 . 这个 网址 隐藏 新 的 病毒 ， 已经 确认 了 它 的 危险性 ， 而 杀毒软件 不能 清除 它 。 他 的 目标 是 摧毁 个人电脑 。
1,毛 将军 休闲 照 。 。 。 。
1,三星 捐 了 6000W ， 恒大 2000W ， 蒙牛 1000W ， 百度 500W ， 网易 500W 。 这 TM 到底 富 了 谁 。 红十字 买 1W 的 药品 ， 却 要求 开 5W 的 发票 。 TM 到底 多少 人靠 这次 地震 发了 财 ！ CNM 有 本事 来查 我家 水表 啊
0,一个 菇 凉 私信 发来 的 。 她 昨晚 去 相亲 ， 对方 是 个 34 岁 的 男人 ， 聊得 还 可以 ， 回来 后 加为好友 。 她 看到 他发 的 东西 就 有点 不想 再 跟 他 联系 了 ， 而 她 妈 却 指 她 太 武断 ， 判断 一个 人 应该 见 多 几次 了解 下 。 不要 胡乱 错过 好 姻缘 。 大家 看 这个 男人 还有 试着 相处 的 必要 不 ？
0,天蝎 真的 很 好 。 能 蹲 着 为 你 系鞋带 。 能 三更半夜 因为 你 嘴馋 给 你 做爱 吃 的 东西 。 能 陪 你 说话 成夜 成夜 不 睡觉 。 … … 总之 论 浪漫 、 论 激情 、 论 体贴 ， 都 是 12 星座 NO . 1 。 他 能 为 你 做 多少 ， 关键在于 你 能 激发 他 多少 。 别 勉强 天蝎 做 什么 。 天蝎 不想 做 一件 事时 ， 也许 不会 当面 表态 ， 迟迟 不 动手 就是 最好 的 证明 。
0,做 女人 最 可贵 的 ， 是 “ 莫欺 少年 穷 ” 。 如果 不 嫌弃 男人 年轻 时候 的 穷苦 ， 愿 陪 他 走过 人生 最 艰苦 的 岁月 ， 这样 的 女人 千万 不能 错过 。 而 做 男人 最 可贵 的 ， 是 “ 莫嫌 老来 丑 ” 。 到 年纪 大时 ， 男人 已经 辉煌 ， 而 女人 却 耗尽 青春 ， 这时候 嫌人 老丑 ， 实在 是 狼心狗肺 。 所以 说 ， 女人 懂 相守 ， 男人 懂 感恩 ， 才 是 一辈子 。
0,【 清华 博士后 火灾 遇难   母亲 乡音 哭喊 】 昨日 ， 清华大学 何添楼 231 室 （ 化学系 实验室 ） 发生 火灾 ， 致 博士后 孟祥见 身亡 。 其 弟弟 称 他们 是 农户 家庭 ， 母亲 卖 鸡蛋 供 儿子 读书 。 孟曾 到 新加坡 南洋 大学 攻读 博士 ， 在 那里 工作 供 弟弟 读博 。 事发 前一晚 孟 致电 家中 称 下周 将 赴 南京 某大学 签约 任教 。 http : / / t . cn / R4yEWJR
1,【 阿婆 厕所 捡 婴儿   被 计生 干部 查获 后 活活 摔死 】 15 日 下午 ， 刘 阿婆 从乡 财政 所 厕所 粪便 中将 孩子 捞起 ， 简单 清洗 ， 剪 脐带 打针 消毒 。 处理 妥当 正给 孩子 喂 水时 ， 武汉 黄陂区 蔡店 乡 计生办 5 人 出现 ， 夺走 孩子 掼 在 地上 ， 用 脚踢 ， 放 稻田 里 淹 。 引起 当地 群众 的 公愤 。 弃婴 本是 村民 黄 求生 家 超生 子 · · · http : / / t . cn / zjyYNje
1,中央电视台 《 焦点访谈 》 已经 播出 ， 可口可乐 承认 旗下 ❌ ( 果粒 橙 ) ❌ 含有 美国 禁用 农药 「 多菌灵 」 ， 多菌灵 可致 脑麻痺 、 肝脏 腫瘤 等 癌症 。 包括 香港 正在 销售 的 （ 果粒 橙 ） ， 香港 食环署 正在 了解 此 事件 。   专家 指出 ， （ 多菌灵 ） 跟 其他 农药 一样 ， 对 脑部 影响 最大 ， 可 引致 局部麻痹 ， 并会 导致 癌症 👽
0,我 在 北京 南京 大饭店 ： 在 这里 吃 江苏 菜 。 这里 大堂 男厕 门囗写 的 是 MEN ， 女厕 门口 写 的 是 FEMALE ， 残疾人 洗手间 门 写 的 是 CANJIREN 。     http : / / sinaurl . cn / h5wR7O
1,东海舰队 徐州 号 护卫舰 和 一艘 宋级 柴电 常规 动力 潜艇 以及 两艘 海监 船 在 钓鱼岛 海域 与 日本 金刚 号 、 足 柄 号 宙斯 盾级 驱逐舰 和 白 根号 护卫舰 发生冲突 ， 持续 45 分钟 。 日本 最新 的 宙斯 盾级 足 柄 号 驱逐舰 当场 被 击中 沉没 ， 金刚 号 严重 受创 ， 白 根号 护卫舰 在 返航 途中 沉没 。 日本 海上 自卫队 已 派出 救援 队伍 。 中国 海军 徐州 号 受创
0,# 晚安 中国 # 人到中年 才 明白 ： 东奔西走 一辈子 要 去 改变 的 ， 是 自己 。 人到中年 才 懂得 ： 孤独 、 痛苦 、 失败 都 是 人生 不可 缺少 的 调味品 ， 所以 耐得 住 寂寞 、 受得了 委屈 是 一生 必需 的 基本功 ！ 人到中年 才 发现 ： 少年 的 狂妄 、 青年 的 浪漫 ， 壮年 的 冲动 都 是 浮云 ， 感悟 、 感恩 、 宽容 和 放松 才 是 生活 的 真谛 。 （ 转 ）
0,@ 北京 李海 ： 【 快讯 】 中国 新闻周刊 记者 @ 建军 伟业   调查 昨天 发生 在 山西 朔州市 朔城区 实施 强制 拆迁 中 遭到 吴 学文 反抗 ， 发生 三死 一伤 事件 。 受到 当地 各 方面 的 阻拦 和 推诿 ， 不得已 启用 法律 赋予 公民 的 权利 ， 向 朔城区 人民政府 申请 该 事件 中 所有 信息 进行 公开 。 申请 如下 图片 。
1,【 真相 有多远 ？ 】 刚 在 网上 看到 : 李刚 的 儿子 李启铭 说 的 “ 我爸 是 李刚 ” 只是 他 说 的话 里 的 一部分 ， 原话 是 “ 赶紧 打 120 ， 救人 要紧 ， 没关系 ， 我爸 是 李刚 。 ” 我 心里 突然 觉得 一阵 酸 ， 中国 媒体 ， 你 是 有 多 能 颠倒黑白 。 [ 衰 ] [ 衰 ] [ 衰 ] via @ 郑祥 505
1,北京 什刹海 即将 开始 拆迁 ！ 16 万平方米 胡同 被 授权 给 拆毁 元代 砖塔 胡同 等 的 天恒 集团 进行 开发 。 该 项目 总 投资 达 83 亿 ， 天恒 集团 获得 40 亿 贷款 后 还 面向 港商 招商 。 今年 什刹海 即将 “ 拆迁 近 百户 ” （ 涉及 已 翻修 一新 的 白米 斜街 和 烟袋 斜街 ） 请 去   @ 胡同 魂   看 详情 。 他发 的 这条 刚 被 禁止 转发 和 评论 ！
1,各位朋友 注意 啦 ：   如果 你 有 交通违章 未 处理 的 ， 请 在 12 月 31 号 前 办理 ， 如果 拖 到 明年 一月 一 日后 办理 ， 会 按 新 的 扣分 办法 处理 的 。 中央电视台 《 焦点访谈 》 已经 播出 ， 如果 愿意 ， 把 这条 信息 发给你 知道 的 群 .   交通 新规 】 2013 年 1 月 1 日 施行 。
0,好 声音 选出 的 歌手 基本 都 录 不了 唱片 ， 姚贝娜 的 音色 也 并 不 太 适合 唱片 。 这 也 是 年轻 歌手 的 通病 ， 现场 跟 录音 只能 占 其一 。 对于 唱片 工业 来说 ， 占 录音 这边 可能 更 有 前途 些 ， 这 也 是 看 美国 偶像 时 西门 一直 强调 ＂ 要 能 出唱片 的 选手 ＂ 的 原因 。 前两天 平安 的 新歌 把 我 听 无语 了 ， 今天 又 听 了 灿星 另 一位 选手 的 新歌 ， 天雷 ！
0,【 调查 初步 确认 ： 使用 氢气 做 化学 实验 时 发生爆炸 】 北京市 安监局 通报 称 ， 经过 海淀区 安监局 现场 勘查 、 询问 当事人 ， 初步 确认 该 事故 是 相关 人员 在 实验室 内 使用 氢气 做 化学 实验 时 发生爆炸 。 事故 原因 正在 进一步 调查 中 。 http : / / t . cn / R4yDpX8
0,多想 有 一天 醒来 ， 阳光 在 ， 明媚 在 ， 爱情 在 ， 你 在 。 。 。 [ 月亮 ]     晚安
0,当   天王 杰克逊   遇上   SLASH   ， 当 SLASH   遇上   Beat   it   ， 看 SLASH   大叔 弹   Beat   it     的 味道   ~   前面 都 是 天王 专场 ， 2 分 55 秒 后 有 SLASH   大量 镜头 ~ ~ ~     这样 的 现场 只有 一次 。 。 再也 无法 重现 了 。 。 祝 天堂 的 人 一切 安好 。   http : / / t . cn / aKT4Sg
1,忍者 QS ： 江苏省 东海县 女镇 党委书记 徐艳 ， 因不愿 陪 县委书记 关永健 上床 ， 竟然 被 警察 毒打 致 子宫 破裂 。 徐艳 一怒 揭开 6 亿 贪污 大案 - - - 东海县 石梁河水库 水淹 地 补偿款 案 ， 县委书记 关永健 一个 人竟 贪污 6 亿多元 。 关永健 每年 搞 全县 科级 干部 大 调整 ， 仅 此 每年 受贿 2000 万 以上 。 - - 转自人网   http : / / t . cn / zjKyD4R
0,# 举报 雾 霾 群众运动 # 近日 ， 全国 各地 爆发 大规模 集体 吸毒 事件 ， 各 大城市 身陷囹圄 ， 大 裤衩 被 偷 ， 奥特曼 降临 ， 广场 舞 深陷 寂静岭 ， 朝阳 人民 、 西城 大妈 、 海淀 群众 揭竿而起 ， 纷纷 举报 ， 要求 捉拿 毒枭 ， 如 有 线索 ， 请 发送 图片 证据 现场 照片 在 此 微博下 。 小编 将 随机 给 部分 受难 群众 发放 防毒 神器 。 http : / / t . cn / RUDv1fn
1,【 悲哀 】 宁波 一 女子 ， 因付 不起 孩子 昂贵 的 医药费 ， 抱 着 4 个 月 的 孩子 从 医院 楼顶上 跳 下 。 母子 当场 死亡 。 。 。 [ 泪 ]
1,洛阳 市委书记 侄子 砍死 人判 三缓 三 ， 老人 北京 上访 被 抓 ， 在 北京 黑 监狱 20 年 受尽 虐待 。 20 年 当中 家人 不 知道 其 在 哪 ， 老子 侄子 在 郑州 沿街乞讨 四处寻找 老人 ， 警察 二十四 小时 监管 老人 上下 三代 ， 政府部门 官官相护 搞 得 老人 家破人亡 ， 老人 被 逼 上 绝境 唯有 通过 这种 方式 申冤 （ 牡丹 公园 门口 ） 。 转
1,小 崔说 ， 在 德国 ， 汽车 、 公司 都 无需 年检 。 我 问 德国人 ： 汽车 不 年检 ， 坏 了 怎么办 ？ 答 ： 自己 修车 。 问 ： 企业 不 年检 ， 公司 倒闭 如潮 怎么办 ？ 德国人 答 ： 你 看 德国 是 这样 的 吗 ？ 我 问 ： 德国 政 - 府 为何 不 强制 年检 ？ 德国人 反问 ： 谁给了 政府 这个 权力 ？ 如果 政府 对 年检 感兴趣 ， 说明 这种 事 对 它 有 好处 。
0,【 让 洞 于民   避暑 纳凉 】 7 月 1 日 ， 杭州 市民 在 吴山 游艺场 防空洞 内 纳凉 时 打牌 消遣 。 当日 ， 浙江 杭州 10 个 避暑 纳凉 点 5000 多平方米 防空洞 开始 免费 接待 市民 ， 这 也 是 杭州 连续 第 10 年 在 高温 时节 “ 让 洞 于民 ， 避暑 纳凉 ” 。 避暑 纳凉 的 防空洞 ， 上海 有木有 ？   via   @ 新华 视点   新华社 记者 韩传 号   摄
1,美国杜克大学 因 抄袭 开除 多名 中国 留学生 ， 结果 这些 舞弊 学生 竟然 示威 静坐 ， 散发传单 说 自己 是 花钱 教育 的 而 不是 来 被 惩罚 的 ， 他们 此举 引起 了 校园社区 的 巨大 反感 。 除了 律师 为 赚取 佣金 答应 帮忙 以外 ， 舆论导向 对 中国 颇为 不利 。 学校 数年 来 第一次 调用 了 数名 警察 在 学生 活动中心 进行 巡逻 以防不测 。 by @ 美國雨婷
0,# 午间 分享 #   看 完 这个 就 知道 为什么 贝克汉姆 叫 黄金右脚 了 。 。 。 碉堡 了 [ 震惊 ] http : / / t . cn / RLHRMzK
1,感动 又 被 萌翻 ， 地震 发生 期间 一位 警察 救起 了 一只 压在 木板 下 的 一只 大熊猫 当 警察 准备 离开 时 熊猫 死死地 抱住 警察 叔叔 的 腿 。 如果 你 感动 了 ， 请 转发 一下 把 。 地震 无情 人 有情 ， 为 雅安 祈福 。 # 微博 桌面 截图 #
0,我 不 羡慕 也 不嫉妒 那些 天天 粘 在 一起 的 小 情侣 ， 我 没有 时间 没有 兴趣 也 没有 精力 跨过 两地 时差 去 生气 吵架 发脾气 闹 分手 。 我能 做 的 只是 在 起风 的 时候 裹紧 外套 ， 不停 地 读书 ， 参加 各种 活动 ， 背 很多 单词 ， 早睡早起 ， 好好 减肥 。 我 希望 不论 在 未来 的 哪一天 ， 我 都 能 有 资格 ， 以 最 不容置疑 的 姿态 站 在 你 身边 。 「 转 」
1,# 预警 提示 # 【 警惕 新型 “ 100860 ” 短信 诈骗 】 骗子 们 通过 “ 100860 ” 号码 群发 “ 您 的 账户 余额 少于 10 元 ， 请 适时 充值 以免 停机 ， 欢迎 使用 短信 形式 的 手机 账单 服务 （ 免费 ） ！ 请 回复 短信 号码 ” 的 信息 。 由于 与 移动 客服 “ 10086 ” 只差 一个 0 ， 很多 人会 按 短信 要求 回复 ， 结果 话费 被扣 。 请 广大 市民 提高警惕 ， 仔细 甄别 ！
1,李宁 ， 家乡 ： 山东 ， 一个 花季 女 大学生 ， 一个 为 母亲 讨公道 的 上访 妹 ， 最后 公开 报道 ‘ 自杀 ’ 于 当地 信 F 局 。 被 网传 疑似 就是 那个 ‘ 23 岁 唯一 保留 人皮 的 人体 标本 ’ ， 脸部 非常 相似 ， 并 有 网友 呼吁 希 尽快 还原 真相 ， 还 此 女 公道 。 不 知道 此事 是否是 小说 ？ 我 相信 我们 国家 不会 有 这种 万恶 的 事情 的 。 http : / / t . cn / zWTcoG4
1,在 今天 的 记者 招待会 上 ， 总理 回答 完 一位 日本 记者 的 提问 后 对 他 说 ： “ 麻烦 你 跟 你 的 同胞 说 一声 ， 钓鱼岛 是 中国 的 ” 。 日本 记者 说 ： “ 至少 在 地理 上 ， 钓鱼岛 离 日本 更近 ” ， 总理 淡淡地 说 “ 在 地理 上 ， 日本 离 中国 也 很 近 ” 。 日本 记者 冷汗 满面 ， 全场 肃静 了 一会 继而 掌声雷动 。 转发给 20 个 好友 会 被 新浪 加 为 会员 ！
0,【 多地 出新规 ： 孩子 出生 超 3 月 报 户口 需做 亲子鉴定 】 近日 网传 “ 90 天 的 新生儿 若 不 做 亲子鉴定 ， 户籍 部门 不 给 上 户口 ！ ” 经 调查 显示 ， 西安 、 银川 等 地 确有 相关 规定 。 民警 解释 ： “ 做 亲子鉴定 是 为了 证明 孩子 是 你 的 ， 此 政策 主要 是 为 防止 贩卖 儿童 ” 。 http : / / t . cn / 8FIWzTH   网友 ： 不知 又 要 揭露 多少 真相 啊 … …
0,【 女孩 拒绝 公司 加班 被 解约   主管 称 因难 管理 】 西安 王女士 上周五 下午 6 点 被 突然 通知 要 加班 ， 她 以 有事 为 由 拒绝 ， 没想到 公司 主管 说 不 加班 就 离职 。 她 一气 就 没 去 ， 结果 第二天 真 被 解约 。 公司 称未 签订 正式 合同 ， 辞退 是 情理之中 。 律师 称 单纯 因 劳动者 不 来 加班 就 解雇 ， 在 解雇 程序 上 存在 瑕疵 。 http : / / t . cn / RU3xiTy
0,生活 就是 这样 ， 如此 心痛 ， 就算 生动 。 时光 可 去 ， 心地 未 老 。 # 延参 法师 双 11 讲座 #
1,【 我们 必须 知道 】 ： 在 中国 ， 普通 公民 缴纳 养老金 的 费用 占 工资 的 28 % ， 而 公务员 是 3 % 。 但 退休 后 ， 公务员 退休金 却是 普通职工 3 倍 ， 实际上 他们 的 高 退休金 是 由 普通职工 等 纳税人 埋单 。 清华 白重 恩 教授 说 ， 中国 社保 缴费 乃 全球 最高 ， 这 对于 工资 低于 公务员 的 普通人 来说 ， 就是 “ 劫 贫济富 ” . 转 起来 ， 让 更 多 人 知道 … …
0,【 俄 3 名 遇难 核 专家 曾多次 推迟 出差 】 俄罗斯 图 - 134 空难 导致 俄 大型 核 企业 液压机 设计局 几乎 瘫痪 ， 局长 兼 总 设计师 雷 若夫 、 副局长 巴纽克 、 主 设计师 特鲁 诺夫 遇难 。 三人 曾 数次 推迟 参加 核能 会议 ， 此次 出差 前误 了 时间 ， 原以为 难以 赶上 飞机 ， 但 司机 驾技 超群 ， 绕路 及时 赶到 机场 ， 不料 等待 他们 的 却是 死亡 。
1,【 广州 伪娘 coser   遭 黑人 强暴 ， 路过 维吾尔族 商贩 拔刀相助 】 。 。 。 这 信息量 。 。 。 。 [ 汗 ] （ 转 ）
1,今天 ， 小 日本 通过 钓鱼岛 国有化 ， 无视 中国 主权 ， 当初 中国 人 拍 的 《 金陵 十三 钗 》 在 小鬼子 的 票房 为 零 。 小 日本 拍 的 《 贞子 》 3D 将 于 9 月 12 日 在 中国 大陆 上   映 。 而 9 月 12 日 既 是 南京大屠杀 纪念日 ， 又 是 国难日 。 勿忘 国耻 ！ ！ 作为 中国 人 ， 敢不敢 让 《 贞子 》 3D   9 月 12 日 票房 为 零 。 朋友 们 ，   抵制 日货 ， 请 大家 转发 ！
0,早餐 。 不许 联想 ， 以免 跨省 。
1,【 太 活跃 的 鱼 千万别 买 】 去 买 鱼 ， 结果 看到 摊贩 往 水盆 内 加入 一种 白色 粉未 ， 迅速 用手 搅拌 ， 一会 功夫 白色 粉未 溶解 ， 将 半死不活 的 鱼虾 倒入 其中 ， 一会儿 就 活蹦乱跳 开 ， 仿佛 刚 从 河中捕 回来 的 。 这是 一种 能够 致癌 的 催化剂 ， 俗称 鱼 浮灵 ， 也 对 智力 有 影响 。 相互 转告 一下 ， 有 必要 让 更 多 的 人 知道 ！
0,“ 当 你 40 岁 时 ， 没有 4 千万 身价 不要 来 见 我 。 ” 北师大 教授 、 房地产 研究 中心 主任 董藩 说 ， 这 是 他 对 研究生 的 要求 。 董藩 认为 ， 4 千万 并 不是 很大 的 数字 ， 房地产 产业 遍地 是 亿万富翁 。 有 反对者 说 ， 不该 拿 财富 作为 衡量 成功 的 唯一标准 ， 但 董藩 坚持 说 ： “ 对 高 学历者 来说 ， 贫穷 意味着 耻辱 和 失败 。 ” 您 赞同 ， 还是 反对 ？
1,调查 地沟油 的 记者 ， 李翔 ， 死 了 ， 身中 10 余刀 ， 惨死 。 他 为 全国 不能 吃 特供 的 十多亿 人民 的 食品安全 努力 过 。 他 付出 了 年轻 的 生命 。 请动 一下 鼠标 ， 转发 ， 表达 一下 谢意 @ 王克勤   @ 王跃文   @ 薛 蛮子
0,【 A 童鞋 的 “ 十大 之 最 ” 】 1 . 最闷 。   2 . 最 容易 自杀 。   3 . 最不长 眼睛 。   4 . 最 可爱 ， 可怜 ， 没人 爱 。   5 . 最 死缠 活缠 。   6 . 最 罗嗦 也 最 唠叨 。 7 . 爱情 最 执着 ， 爱 你 一万年 吓死 你 。   8 . 最 喜欢 抱 棉被 。   9 . 食量 最小 ， 最 喜欢 喝 柠檬汁 。   10 . 最 不 懂得 玩 了 。
